248,4,12,4,3
249,3,13,17,22
250,27,11,12,3
251,1,7,11,3
252,18,9,9,22
253,22,10,21,15
254,20,11,7,20
255,8,4,16,13
256,10,15,25,4
257,11,11,27,24
258,3,15,30,19
259,18,5,30,14
260,17,8,28,16
261,24,12,1,10
262,11,3,29,11
263,14,12,10,21
264,15,11,11,20
265,4,15,1,7
266,13,14,30,4
267,22,10,23,10
268,9,9,25,11
269,18,12,11,8
270,23,3,9,11
271,13,12,23,10
272,21,5,22,16
273,29,13,24,19
274,7,4,30,9
275,20,11,11,6
276,29,13,12,14
277,17,10,9,18
278,18,11,23,20
279,2,9,14,4
280,17,15,12,13
281,10,4,1,21
282,22,10,23,9
283,18,4,3,11
284,30,14,20,9
285,23,2,27,16
286,18,14,22,21
287,26,7,13,4
288,23,15,21,17
289,13,13,29,6
290,16,8,24,23
291,5,15,29,2
292,23,15,27,5
293,4,2,1,7
294,23,14,23,15
295,16,9,1,7
296,15,6,9,12
297,30,2,10,19
298,14,5,21,17
299,4,13,17,14
300,6,6,22,16
301,10,5,20,8
302,25,5,6,24
303,28,15,21,5
304,24,8,3,7
305,7,12,15,22
306,16,1,16,14
307,24,1,5,23
308,25,4,2,15
309,16,4,3,5
310,8,15,15,17
311,15,11,12,6
312,17,5,4,2
313,12,13,4,24
314,11,12,12,20
315,14,1,7,24
316,21,12,7,14
317,2,12,28,2
318,15,11,28,22
319,2,10,25,22
320,30,14,7,5
321,3,1,11,1
322,20,10,27,2
323,28,12,8,10
324,15,3,2,15
325,23,11,3,14
326,19,1,20,14
327,5,1,2,2
328,26,13,30,22
329,13,1,3,6
330,15,3,28,24
331,2,15,2,25
332,6,7,10,6
333,20,4,2,25
334,1,1,4,10
335,29,6,26,19
336,11,15,8,14
337,10,11,18,14
338,30,3,23,15
339,15,8,24,1
340,13,12,4,20
341,6,1,30,17
342,23,3,19,15
343,28,4,27,22
344,1,8,25,1
345,11,6,16,17
346,6,8,23,16
347,17,4,25,13
348,20,14,27,17
349,13,4,8,4
350,6,8,13,8
351,7,2,6,12
352,1,11,5,13
353,21,4,17,10
354,14,1,7,1
355,14,7,9,18
356,20,10,19,12
357,9,11,26,2
358,15,2,22,10
359,25,10,7,10
360,17,11,24,4
361,17,2,16,3
362,6,2,11,12
363,29,9,22,11
364,26,5,21,17
365,27,9,9,5
366,25,3,29,6
367,29,12,22,11
368,4,2,23,18
369,1,9,24,21
370,24,4,13,18
371,24,6,19,18
372,4,6,4,15
373,2,8,9,1
374,18,12,3,4
375,28,10,16,15
376,16,2,1,9
377,30,8,6,14
378,30,15,28,22
379,17,5,1,23
380,17,6,17,8
381,17,9,16,22
382,17,8,12,12
383,27,5,1,21
384,23,12,24,25
385,29,13,22,21
386,7,12,21,4
387,15,15,1,20
388,25,10,30,11
389,13,4,22,12
390,28,9,14,20
391,28,15,29,9
392,2,3,14,4
393,11,13,23,25
394,16,8,9,2
395,24,9,11,17
396,6,6,23,12
397,10,3,7,15
398,20,13,18,14
399,26,15,3,6
400,10,4,17,14
401,5,11,15,16
402,27,11,8,23
403,21,11,2,9
404,29,14,19,14
405,28,11,16,13
406,10,6,27,12
407,24,1,17,20
408,6,8,17,23
409,7,8,14,19
410,21,12,27,21
411,4,7,29,2
412,15,10,24,8
413,15,3,6,4
414,11,3,11,17
415,25,8,28,19
416,9,6,12,22
417,7,2,9,20
418,22,15,9,3
419,2,1,17,7
420,22,10,22,8
421,3,3,26,10
422,6,13,7,13
423,4,3,18,6
424,16,9,13,4
425,25,3,18,23
426,1,5,20,20
427,27,3,30,21
428,19,3,1,22
429,24,15,24,16
430,16,4,22,10
431,2,13,6,23
432,23,7,21,21
433,27,10,18,22
434,25,15,2,24
435,25,13,14,22
436,26,10,21,13
437,17,1,27,3
438,26,11,5,10
439,4,2,9,9
440,8,12,28,24
441,13,12,10,6
442,9,4,11,16
443,13,4,11,16
444,30,4,14,16
445,3,1,15,9
446,27,6,8,3
447,20,3,4,11
448,15,3,6,18
449,29,11,17,22
450,17,14,2,21
451,21,5,30,7
452,15,4,26,21
453,28,10,12,5
454,20,15,20,18
455,12,11,8,25
456,23,11,6,11
457,30,15,27,16
458,17,6,18,3
459,4,15,15,16
460,9,13,30,19
461,15,13,17,24
462,2,1,27,15
463,19,3,22,19
464,21,13,29,3
465,26,13,21,15
466,11,15,28,6
467,12,8,22,2
468,4,8,7,15
469,2,12,29,1
470,9,13,1,17
471,12,5,8,20
472,29,4,18,18
473,2,1,25,9
474,4,7,12,16
475,9,11,22,18
476,21,11,3,9
477,18,4,26,17
478,23,12,3,11
479,30,8,2,11
480,7,3,21,3
481,12,2,16,4
482,11,5,23,25
483,28,3,24,4
484,13,12,16,13
485,11,10,12,19
486,19,8,23,23
487,15,12,12,21
488,24,5,15,13
489,14,14,30,14
490,20,5,19,4
491,9,4,14,11
492,27,5,2,20
493,1,11,16,22
494,5,7,4,3
495,15,6,17,1
496,10,15,29,11
497,13,13,27,5
498,6,11,25,7
499,8,4,18,22
500,27,1,14,9
501,4,9,16,24
502,1,12,12,10
503,2,8,7,8
504,7,8,1,15
505,12,5,19,19
506,28,7,14,11
507,25,10,28,18
508,1,14,1,17
509,30,14,21,15
510,7,9,12,22
511,20,14,11,21
512,30,10,8,15
513,11,7,29,5
514,1,4,28,13
515,11,12,18,20
516,8,8,20,10
517,17,14,18,22
518,30,15,23,14
519,15,3,5,14
520,19,3,2,23
521,11,14,20,11
522,12,10,20,21
523,22,14,24,2
524,12,4,19,2
525,2,2,2,16
526,7,15,28,11
527,18,2,10,9
528,22,11,13,9
529,12,8,18,22
530,6,14,16,25
531,25,1,9,22
532,14,1,7,17
533,4,14,9,17
534,12,5,14,1
535,12,15,19,23
536,21,6,21,14
537,1,13,18,14
538,19,13,19,9
539,3,6,4,24
540,23,13,9,7
541,15,7,30,14
542,11,6,13,2
543,7,10,18,1
544,22,15,30,4
545,23,15,26,17
546,3,2,16,3
547,12,4,8,13
548,20,13,21,11
549,29,13,5,2
550,1,1,3,22
551,1,11,1,4
552,12,8,8,25
553,9,4,4,22
554,4,4,22,24
555,20,12,5,24
556,24,4,19,17
557,9,14,22,25
558,5,10,22,9
559,10,1,8,22
560,8,10,18,24
561,22,12,7,18
562,7,3,23,16
563,22,4,2,23
564,8,12,23,13
565,21,7,22,20
566,25,14,25,12
567,3,2,27,13
568,15,11,6,13
569,18,11,18,17
570,10,6,10,25
571,10,14,14,23
572,15,12,15,15
573,16,11,30,13
574,18,1,15,16
575,20,11,26,12
576,1,1,20,5
577,5,1,27,25
578,8,12,3,5
579,4,9,22,2
580,30,13,7,2
581,5,2,16,25
582,23,3,29,24
583,11,6,15,13
584,6,3,24,8
585,8,8,3,11
586,9,7,11,25
587,15,4,2,20
588,11,12,15,4
589,16,2,21,24
590,6,14,28,6
591,13,8,12,15
592,19,12,2,3
593,8,5,4,6
594,10,3,10,1
595,9,5,24,7
596,8,4,12,14
597,27,6,10,8
598,24,10,17,20
599,1,1,15,21
600,18,11,21,21
601,30,7,21,20
602,14,11,16,22
603,4,7,29,4
604,8,9,29,23
605,8,10,6,25
606,18,5,29,20
607,7,11,10,1
608,15,13,18,8
609,1,7,15,17
610,29,2,5,23
611,10,13,11,16
612,17,8,23,23
613,26,15,27,4
614,14,9,10,16
615,3,7,8,6
616,19,2,2,7
617,13,7,9,11
618,5,15,25,1
619,19,5,5,6
620,13,5,27,1
621,11,13,1,1
622,20,13,23,25
623,10,2,14,2
624,18,2,23,4
625,15,7,21,20
626,5,1,9,17
627,30,13,25,2
628,19,14,18,11
629,2,3,14,9
630,20,11,9,6
631,17,1,17,3
632,10,11,22,22
633,21,7,30,15
634,17,7,29,11
635,9,1,17,25
636,29,4,28,15
637,10,9,5,7
638,5,2,17,2
639,13,14,29,24
640,12,1,11,24
641,5,12,11,15
642,6,6,25,8
643,18,10,5,21
644,1,3,15,12
645,13,7,10,11
646,13,13,4,20
647,6,13,24,17
648,27,5,27,11
649,2,6,14,3
650,2,2,4,23
651,24,14,19,25
652,9,15,10,25
653,24,3,10,4
654,29,2,23,16
655,17,2,18,12
656,27,13,11,21
657,16,2,13,16
658,23,6,14,25
659,19,1,9,22
660,28,3,1,1
661,8,9,23,4
662,7,7,17,11
663,4,9,17,13
664,10,6,12,9
665,8,8,17,20
666,3,12,13,13
667,15,15,30,3
668,21,14,17,3
669,1,7,28,13
670,5,4,16,16
671,12,14,12,12
672,10,12,10,11
673,24,2,19,9
674,26,1,23,21
675,28,2,10,5
676,10,10,15,9
677,6,3,27,5
678,30,14,25,16
679,26,14,11,11
680,28,14,16,12
681,13,1,14,14
682,22,11,20,23
683,9,9,19,24
684,17,2,26,23
685,8,8,11,20
686,26,7,24,5
687,1,10,17,6
688,9,7,13,14
689,21,1,18,2
690,24,6,8,6
691,8,10,17,14
692,15,1,11,10
693,3,8,13,1
694,21,8,22,13
695,18,1,28,2
696,12,3,29,10
697,9,2,27,18
698,13,5,15,14
699,9,3,18,19
700,6,10,14,14
701,17,4,4,7
702,7,14,12,17
703,5,9,5,5
704,21,9,19,1
705,15,4,19,19
706,22,12,22,9
707,20,8,23,16
708,27,11,19,2
709,5,5,6,8
710,21,12,25,25
711,13,2,22,14
712,5,14,3,23
713,24,14,4,6
714,29,12,14,11
715,5,14,26,17
716,6,12,18,21
717,22,12,5,12
718,6,7,9,22
719,1,13,1,1
720,23,14,5,18
721,15,15,20,16
722,27,1,27,14
723,27,11,20,2
724,21,6,25,8
725,27,7,24,19
726,25,13,12,25
727,15,5,20,4
728,29,7,15,3
729,28,7,15,18
730,21,2,23,24
731,17,10,17,19
732,8,3,8,19
733,14,9,27,14
734,16,1,22,12
735,12,7,25,21
736,24,4,16,13
737,10,15,21,3
738,16,3,26,16
739,23,2,29,23
740,16,6,21,25
741,6,2,6,13
742,15,14,28,11
743,17,2,20,14
744,21,10,2,7
745,9,1,7,17
746,7,12,5,11
747,4,15,25,2
748,19,11,27,1
749,15,14,3,3
750,10,9,24,9
751,29,6,24,18
752,18,9,22,15
753,1,5,18,18
754,26,7,12,20
755,26,2,1,12
756,20,8,10,19
757,29,11,5,2
758,26,15,21,9
759,23,7,14,21
760,6,8,17,6
761,4,10,9,23
762,3,6,25,22
763,13,4,30,2
764,16,3,14,19
765,13,3,18,14
766,20,8,6,20
767,3,1,29,9
768,25,10,3,14
769,20,6,12,10
770,2,3,28,2
771,22,4,23,25
772,6,2,12,21
773,22,7,13,6
774,1,2,14,3
775,30,4,12,19
776,21,10,6,25
777,20,11,8,7
778,18,14,2,18
779,19,7,25,1
780,11,15,29,19
781,10,3,17,15
782,14,5,11,2
783,7,3,21,5
784,17,11,5,23
785,30,5,16,18
786,27,7,25,21
787,7,7,16,21
788,25,15,6,24
789,7,7,7,8
790,29,8,27,8
791,7,9,10,25
792,29,5,13,4
793,3,9,24,18
794,4,7,17,18
795,26,7,12,22
796,2,15,19,22
797,12,2,14,24
798,18,11,14,9
799,8,4,19,25
800,21,15,26,8
801,16,11,17,11
802,17,1,14,7
803,16,6,8,14
804,12,9,24,3
805,8,6,12,7
806,6,1,7,18
807,19,7,16,3
808,25,11,9,23
809,22,3,12,1
810,2,1,13,18
811,11,3,17,4
812,28,11,5,16
813,16,3,27,8
814,20,1,9,2
815,26,15,22,25
816,15,3,26,12
817,26,9,22,24
818,23,3,14,6
819,1,8,24,11
820,9,11,25,17
821,8,10,26,9
822,9,2,10,13
823,23,6,22,10
824,29,10,23,17
825,21,1,27,4
826,20,7,25,3
827,30,6,17,19
828,16,4,2,4
829,26,4,11,8
830,27,15,21,3
831,10,6,25,25
832,13,8,10,6
833,27,2,7,2
834,28,8,5,20
835,30,14,27,5
836,15,15,30,9
837,14,14,16,1
838,12,8,13,23
839,6,14,29,24
840,21,1,16,13
841,2,5,13,5
842,10,4,17,8
843,23,10,7,19
844,25,13,22,11
845,2,1,30,16
846,21,3,23,21
847,16,2,28,8
848,12,11,1,24
849,11,4,1,9
850,16,14,1,24
851,21,8,7,4
852,6,14,4,22
853,6,12,16,23
854,14,5,1,13
855,27,12,4,4
856,13,13,27,8
857,10,15,12,18
858,20,10,21,23
859,18,14,29,10
860,7,6,7,22
861,2,7,15,15
862,2,10,22,20
863,5,1,29,21
864,13,11,27,15
865,13,13,5,19
866,3,9,25,21
867,8,10,19,19
868,21,6,1,3
869,16,11,1,5
870,27,13,14,6
871,22,10,5,20
872,8,11,23,1
873,16,10,11,7
874,13,12,9,23
875,4,9,8,16
876,22,11,24,1
877,2,12,13,1
878,7,6,26,4
879,18,4,24,13
880,2,11,29,23
881,29,1,30,17
882,28,6,15,8
883,23,7,13,21
884,30,8,5,4
885,15,2,11,23
886,18,10,16,20
887,21,7,4,6
888,29,4,6,1
889,21,14,4,18
890,23,9,5,6
891,5,14,20,2
892,5,7,1,2
893,3,5,21,22
894,28,10,14,6
895,14,8,20,17
896,27,7,15,20
897,11,9,10,12
898,27,10,3,20
899,28,2,19,21
900,8,6,27,16
901,30,9,9,17
902,15,14,25,16
903,16,6,1,21
904,10,11,25,22
905,12,15,11,12
906,17,5,16,8
907,5,3,10,22
908,17,15,12,18
909,15,3,14,6
910,2,3,27,2
911,21,12,25,16
912,25,7,25,18
913,22,5,30,19
914,12,4,7,18
915,28,8,3,15
916,17,1,9,4
917,28,7,4,21
918,2,5,11,3
919,7,5,21,1
920,26,6,5,1
921,3,1,7,5
922,7,15,8,7
923,12,10,19,12
924,30,2,6,18
925,28,8,28,6
926,22,5,4,8
927,24,11,9,18
928,5,12,1,13
929,6,15,23,24
930,10,11,9,16
931,10,3,24,16
932,9,11,26,19
933,10,3,28,4
934,15,8,25,24
935,12,6,15,13
936,20,4,23,9
937,11,15,7,11
938,20,9,30,2
939,14,15,16,15
940,30,12,30,15
941,22,4,6,8
942,6,8,5,20
943,8,9,17,12
944,17,14,8,20
945,29,11,4,14
946,19,13,4,13
947,30,15,9,8
948,5,6,30,25
949,25,15,1,23
950,27,5,27,4
951,9,6,29,15
952,18,8,10,23
953,1,6,21,10
954,3,6,30,12
955,12,14,29,15
956,14,10,1,3
957,13,4,15,4
958,12,3,13,2
959,14,11,29,16
960,17,9,12,5
961,22,12,29,5
962,24,7,3,11
963,29,15,22,10
964,17,12,13,13
965,6,3,28,7
966,27,7,10,4
967,3,4,13,17
968,30,5,11,19
969,4,11,14,15
970,8,12,11,25
971,30,12,1,17
972,7,11,8,15
973,2,3,14,15
974,24,7,8,23
975,15,8,20,8
976,11,4,2,25
977,26,3,6,4
978,21,10,22,20
979,11,13,4,12
980,17,11,8,1
981,15,15,23,10
982,5,14,7,7
983,20,6,12,18
984,13,7,26,6
985,29,3,28,21
986,8,6,20,21
987,21,10,14,16
988,4,13,9,7
989,19,4,25,19
990,18,6,7,5
991,11,9,5,2
992,13,10,11,23
993,26,4,19,7
994,27,15,6,2
995,7,1,4,7
996,20,6,17,21
997,1,12,4,15
998,19,14,3,4
999,28,8,3,23
1000,15,10,19,7
